bedroom,bathrooms,area,furnishing,floor_number,parking,powerbackup,gate_community,location,rent,location_encoded,furnishing_encoded
2,2,930.0,Unfurnished,5,1,2,Yes,DNV Elite Homes,13500.0,54,2
2,2,0.0,Semifurnished,5,1,2,Yes,Nirmal Township,20000.0,215,1
2,2,650.0,Unfurnished,4,1,2,Yes,Tata La Montana,10000.0,310,2
2,2,0.0,Furnished,4,1,2,Yes,Rohan Mithila,33000.0,278,0
3,3,0.0,Furnished,4,1,0,No,Bramha Sun City Phase 2,35000.0,44,0
3,3,2160.0,Furnished,9,2,2,Yes,Panchshil Waterfront,24768.73599,233,0
2,2,0.0,Unfurnished,7,1,0,Yes,Mont Vert Seville,15000.0,204,2
1,1,450.0,Unfurnished,6,1,2,Yes,Rohan Abhilasha,10500.0,276,2
2,2,956.0,Semifurnished,1,1,2,Yes,The Omega Paradise Phase 1,14500.0,313,1
1,1,0.0,Semifurnished,0,0,0,No,Gokhale Nagar,10000.0,101,1
2,2,990.0,Unfurnished,8,1,2,No,Raheja Vistas Phase 2,20000.0,266,2
2,2,0.0,Unfurnished,1,1,1,Yes,Shahu Colony,19999.0,293,2
1,2,550.0,Semifurnished,1,1,2,Yes,Godrej Infinity,14000.0,94,1
4,4,0.0,Furnished,9,0,2,No,Kolte Patil 24K Glitterati,90000.0,140,0
3,3,0.0,Furnished,7,1,0,No,Hill Shire,17500.0,108,0
2,2,840.0,Unfurnished,7,1,1,Yes,Ashtavinayak Aster,13000.0,25,2
2,2,77.08,Semifurnished,2,1,0,No,Sancheti Belcastel,22000.0,289,1
2,2,1000.0,Furnished,4,0,1,No,Kondhwa Budruk,18000.0,148,0
1,1,0.0,Semifurnished,1,0,0,No,K Raheja Gardens,15000.0,114,1
1,1,600.0,Unfurnished,5,1,2,Yes,Aura County,10500.0,29,2
2,2,720.0,Unfurnished,1,1,2,Yes,Venkatesh Classic Pune,14000.0,324,2
1,1,0.0,Unfurnished,0,0,0,Yes,Kharadi,10000.0,134,2
2,2,800.0,Furnished,1,1,0,Yes,Rakshak Nagar Society,15000.0,269,0
3,3,1250.0,Semifurnished,8,1,2,No,Naiknavare Sylvan Heights,32000.0,207,1
2,2,870.0,Unfurnished,9,1,2,Yes,Kolte Patil Downtown Langston,25000.0,142,2
2,2,900.0,Unfurnished,4,1,1,Yes,Elina Living,20000.0,66,2
2,2,0.0,Unfurnished,7,1,2,Yes,Magarpatta City Iris,25000.0,168,2
2,2,600.0,Unfurnished,3,1,2,Yes,Tata La Montana,10000.0,310,2
1,1,0.0,Semifurnished,0,0,0,No,Mundhwa,8000.0,206,1
3,2,1198.9,Unfurnished,0,1,1,Yes,Mahindra Antheia,26000.0,174,2
2,3,1250.0,Unfurnished,1,1,2,Yes,Pristine Prism,26000.0,257,2
1,1,100.0,Semifurnished,0,1,0,No,Nigdi,3000.0,214,1
3,3,0.0,Semifurnished,0,1,0,No,Nigdi,35000.0,214,1
2,2,1000.0,Semifurnished,2,0,2,Yes,GK Rose Valley,18000.0,74,1
1,1,496.0,Unfurnished,5,1,2,Yes,Rohan Abhilasha,10000.0,276,2
1,1,480.0,Unfurnished,5,1,0,No,Bhandari Savannah,8000.0,37,2
1,1,0.0,Unfurnished,0,0,0,No,New Sanghvi,11500.0,213,2
1,1,0.0,Unfurnished,0,0,0,No,Pimple Gurav,5000.0,246,2
3,2,571.0,Unfurnished,0,1,2,Yes,Xrbia City,8650.0,338,2
3,3,0.0,Furnished,1,2,0,Yes,Marvel Cerise,49000.0,188,0
3,3,1300.0,Unfurnished,7,1,2,Yes,Rohan Leher,23000.0,277,2
2,2,850.0,Semifurnished,1,1,2,Yes,Mahindra Antheia,26000.0,174,1
2,2,1010.0,Semifurnished,1,1,2,Yes,Forest County,25000.0,69,1
2,2,0.0,Furnished,9,1,1,Yes,TCG The Crown Greens,18000.0,308,0
2,1,585.0,Unfurnished,5,0,1,Yes,Kalpataru Estate,16500.0,120,2
1,2,633.0,Semifurnished,1,1,0,No,GK Royale Hills,12500.0,76,1
1,1,360.0,Unfurnished,1,1,0,No,Marunji,6000.0,186,2
2,2,850.0,Unfurnished,4,2,2,Yes,Rama Melange Residences,12000.0,272,2
2,2,59.83,Semifurnished,3,1,2,Yes,AG Imperial Towers,17999.0,2,1
2,2,0.0,Semifurnished,4,1,0,No,TCG The Crown Greens,24000.0,308,1
2,2,915.0,Semifurnished,9,1,0,Yes,Mittal Sun Sapphire,21000.0,203,1
3,3,1700.0,Furnished,1,2,2,Yes,Kolte Patil 24K Glitterati,50000.0,140,0
1,1,0.0,Unfurnished,0,0,0,No,Lohegaon,7500.0,162,2
2,2,557.0,Unfurnished,1,1,1,Yes,Aishwaryam Hamara,11000.0,11,2
2,2,706.0,Semifurnished,2,1,1,No,Hubtown Countrywoods,12000.0,109,1
2,2,588.0,Semifurnished,5,1,1,Yes,Nyati Elan,13000.0,217,1
1,1,540.0,Unfurnished,7,1,0,No,Palm Atlantis,9000.0,228,2
2,2,850.0,Furnished,9,1,1,Yes,Bramha Sun City Phase 2,34000.0,44,0
2,2,0.0,Furnished,7,1,0,No,Greenland Society,5500.0,104,0
3,5,0.0,Unfurnished,4,1,2,Yes,Marvel Cerise,36000.0,188,2
3,3,1324.0,Semifurnished,3,1,0,No,Paranjape Blue Ridge,30000.0,236,1
1,1,400.0,Unfurnished,0,1,0,No,Tukai Darshan,7500.0,317,2
2,2,670.0,Unfurnished,1,1,1,Yes,Venkatesh Classic Pune,15000.0,324,2
1,1,0.0,Unfurnished,5,0,0,Yes,Pride Regency,16000.0,254,2
1,1,650.0,Furnished,0,1,0,No,On Req,8000.0,226,0
2,2,0.0,Unfurnished,5,1,0,No,Megapolis Sunway,15000.0,197,2
4,4,2100.0,Semifurnished,1,2,2,Yes,Kolte Patil 24K Opula,60000.0,141,1
2,2,821.0,Unfurnished,9,1,1,No,7 Plumeria Drive,17000.0,1,2
1,1,0.0,Unfurnished,0,0,0,No,Kalewadi,6000.0,119,2
2,2,900.0,Unfurnished,9,1,2,Yes,Pristine Prolife,16000.0,258,2
3,4,0.0,Furnished,6,0,2,Yes,Lunkad Sky Vie,65000.0,164,0
1,2,0.0,Unfurnished,1,1,0,No,Vilas Yashone,6500.0,328,2
2,2,900.0,Furnished,5,0,1,Yes,GK Dwarkadheesh Residency,25000.0,73,0
3,3,1500.0,Semifurnished,4,2,2,Yes,AWHO Vijay Vihar,20000.0,6,1
2,2,4655.0,Unfurnished,6,1,1,Yes,Majestique City,12000.0,175,2
3,2,750.0,Unfurnished,4,1,1,Yes,Xrbia City,8500.0,338,2
1,1,0.0,Semifurnished,2,0,0,No,Wadgaon Sheri,10000.0,333,1
1,2,507.0,Unfurnished,8,1,2,Yes,Godrej Infinity,15000.0,94,2
2,2,0.0,Semifurnished,7,1,1,No,Venkatesh Classic Pune,12500.0,324,1
1,1,0.0,Unfurnished,0,1,0,No,Karve Nagar,11000.0,129,2
2,2,950.0,Semifurnished,4,0,2,Yes,Belvalkar Solacia,12000.0,34,1
3,3,1475.0,Unfurnished,5,1,2,Yes,Raheja Vistas Phase 2,23000.0,266,2
2,2,0.0,Unfurnished,2,1,2,Yes,Acropolis Purple Nine Hills,25000.0,7,2
2,2,850.0,Unfurnished,1,1,2,Yes,Margosa heights,10500.0,185,2
2,2,0.0,Semifurnished,4,1,1,Yes,Aishwaryam Courtyard,14000.0,10,1
2,2,890.0,Semifurnished,9,0,1,Yes,Kolte Patil Ivy Apartments,16000.0,144,1
1,1,500.0,Unfurnished,0,0,0,No,Kharadi,11000.0,134,2
2,2,1000.0,Unfurnished,2,1,2,Yes,Dorabjee Enclave,17500.0,62,2
2,2,907.0,Semifurnished,1,1,1,Yes,Bramhacorp F Residences,26000.0,45,1
2,2,840.0,Unfurnished,6,1,1,No,BA Vermont,11000.0,30,2
1,1,0.0,Unfurnished,0,1,2,No,Kharadi,5500.0,134,2
2,2,890.0,Furnished,1,1,0,Yes,Ganga Platino,40000.0,82,0
3,3,0.0,Semifurnished,1,1,0,No,Kolte Patil Western Avenue,25000.0,146,1
1,1,250.0,Semifurnished,2,0,0,Yes,Raag Villas,11000.0,263,1
2,2,1350.0,Semifurnished,3,1,0,No,Marvel Arco,30000.0,187,1
1,1,0.0,Semifurnished,0,1,0,No,Dhanori,7500.0,59,1
2,2,0.0,Furnished,5,1,0,No,Nyati Elan,16000.0,217,0
2,2,765.0,Unfurnished,3,1,1,Yes,Kumar Park Infinia,16500.0,153,2
2,2,1180.0,Semifurnished,5,1,2,Yes,Magarpatta City Jasminium,20000.0,169,1
3,5,0.0,Furnished,4,2,2,Yes,Marvel Sangria,45000.0,191,0
2,2,760.0,Semifurnished,5,1,0,No,Megapolis Sparklet,15000.0,195,1
2,2,638.0,Unfurnished,1,0,1,Yes,Mantra Moments,12000.0,184,2
1,1,450.0,Furnished,2,1,0,Yes,Maharashtra Housing Board,10500.0,172,0
3,5,2000.0,Unfurnished,2,1,2,Yes,Marvel Sangria,32500.0,191,2
1,1,0.0,Semifurnished,1,1,0,Yes,Pratik Nagar,16500.0,249,1
2,3,750.0,Unfurnished,1,1,2,Yes,DSK Sundarban Phase 1,17000.0,56,2
2,2,980.0,Furnished,5,1,0,Yes,GK Roseland Residency,19000.0,75,0
2,2,0.0,Furnished,6,1,1,Yes,Kumar Primavera,25000.0,156,0
2,2,0.0,Furnished,2,1,0,No,Wadgaon Sheri,20000.0,333,0
3,3,0.0,Furnished,1,1,2,Yes,Amanora Future Towers,44000.0,15,0
2,2,78.06,Unfurnished,1,2,2,Yes,Forest County,29000.0,69,2
2,2,784.0,Semifurnished,3,1,2,Yes,Rohan Abhilasha,13000.0,276,1
2,2,0.0,Unfurnished,1,1,0,No,Kharadi,14000.0,134,2
1,1,0.0,Unfurnished,0,0,0,No,Kharadi,10000.0,134,2
3,3,1750.0,Furnished,1,1,2,Yes,Panchshil Towers,24768.73599,232,0
2,2,1070.0,Semifurnished,6,1,2,Yes,Rohan Tarang,19000.0,279,1
1,1,0.0,Unfurnished,1,0,0,No,Pimpri Chinchwad,8000.0,247,2
3,3,0.0,Unfurnished,2,0,0,No,nul,42000.0,341,2
2,2,850.0,Furnished,6,1,0,No,Gera Emerald City,30000.0,85,0
2,2,0.0,Unfurnished,8,1,2,Yes,Atria Grande,11000.0,26,2
3,3,0.0,Unfurnished,7,0,0,No,5 Star Royal Entrada,25000.0,0,2
2,2,0.0,Unfurnished,6,1,2,Yes,Nano Homes,14000.0,210,2
2,2,0.0,Unfurnished,3,1,2,Yes,Hermes Heritage,19000.0,107,2
2,2,0.0,Unfurnished,1,1,0,No,DSK Sundarban Phase 1,15000.0,56,2
1,1,0.0,Unfurnished,0,0,0,No,Kothrud,7000.0,149,2
2,2,1100.0,Semifurnished,1,1,1,Yes,Kohinoor Tinsel Town,19000.0,137,1
3,3,1215.0,Semifurnished,1,1,2,Yes,Megapolis Sangria Towers,24000.0,194,1
2,2,0.0,Semifurnished,8,1,2,Yes,Air Castles,15000.0,9,1
1,1,0.0,Unfurnished,1,0,2,Yes,Kolte Patil Green Acres,13000.0,143,2
2,2,1250.0,Semifurnished,5,1,1,Yes,Clover Heights,23000.0,50,1
2,2,820.0,Semifurnished,9,1,2,Yes,K Raheja Vistas Premiere,30000.0,115,1
2,2,850.0,Semifurnished,1,1,2,Yes,Kolte Patil Western Avenue,18000.0,146,1
3,3,1500.0,Semifurnished,8,1,2,Yes,Marvel Enigma,36000.0,189,1
3,3,0.0,Semifurnished,6,1,2,Yes,Godrej Horizon,30000.0,93,1
4,5,0.0,Furnished,5,1,2,Yes,Panchshil Eon Waterfront,65000.0,229,0
2,2,800.0,Unfurnished,1,1,1,Yes,Kolte Patil Western Avenue,18000.0,146,2
2,2,0.0,Semifurnished,1,1,1,Yes,Venkatesh Graffiti,18000.0,325,1
2,2,1000.0,Furnished,0,3,0,No,Pimpri Chinchwad,18000.0,247,0
2,2,907.0,Unfurnished,8,1,0,Yes,Bramhacorp F Residences,28000.0,45,2
2,2,850.0,Semifurnished,1,1,2,Yes,Godrej Infinity,16000.0,94,1
2,2,0.0,Unfurnished,3,1,2,Yes,Karia Konark Orchid,17800.0,128,2
3,2,0.0,Semifurnished,0,2,2,Yes,Kharadi,26000.0,134,1
3,3,1100.0,Semifurnished,1,1,0,No,Hadapsar,24000.0,105,1
2,2,850.0,Semifurnished,9,1,0,No,Kolte Patil Western Avenue,19000.0,146,1
2,2,1360.0,Unfurnished,1,1,1,Yes,ARV Imperia,17000.0,4,2
2,2,773.0,Semifurnished,1,1,1,No,Pristine Greens,12000.0,256,1
3,3,1550.0,Semifurnished,7,1,0,No,Shirine Garden,30000.0,295,1
3,3,1500.0,Furnished,5,1,2,Yes,Request,50000.0,275,0
4,4,0.0,Unfurnished,1,2,2,Yes,Panchshil Towers,60000.0,232,2
3,3,0.0,Furnished,5,2,1,Yes,Rohan Mithila,35000.0,278,0
3,3,1300.0,Unfurnished,5,1,2,Yes,Sudhir Mandke Advantage Homes,28000.0,303,2
2,2,0.0,Semifurnished,1,1,0,No,Bhandari Savannah,14000.0,37,1
2,2,678.0,Unfurnished,2,1,2,Yes,Vaishnavi Spring Woods,14000.0,321,2
4,6,2740.0,Semifurnished,7,2,2,Yes,Kasturi The Balmoral Estate,24768.73599,130,1
3,3,0.0,Furnished,8,1,2,Yes,Amanora Park Town,22000.0,18,0
1,1,0.0,Unfurnished,2,0,0,No,Ghorpadi,7000.0,89,2
2,2,0.0,Unfurnished,1,0,0,No,nul,15000.0,341,2
1,2,318.0,Semifurnished,4,1,0,No,Xrbia Hinjewadi,4600.0,339,1
2,2,0.0,Unfurnished,3,1,1,Yes,Kolte Patil Western Avenue,21000.0,146,2
2,2,700.0,Semifurnished,6,1,2,Yes,Bhandari Nea Plus,18000.0,36,1
1,1,0.0,Semifurnished,0,0,0,No,Pimpri Chinchwad,6000.0,247,1
1,1,0.0,Unfurnished,2,1,0,No,Tejaswini Housing Society,15000.0,312,2
3,2,1500.0,Semifurnished,2,1,0,Yes,Baner,25000.0,31,1
2,2,1160.0,Semifurnished,5,0,1,Yes,Pharande Woodsville,15000.0,244,1
3,3,1180.0,Unfurnished,1,1,2,Yes,Kolte Patil Downtown Langston,27000.0,142,2
2,2,0.0,Unfurnished,2,1,0,No,Hubtown Countrywoods,11000.0,109,2
1,2,540.0,Unfurnished,8,1,2,Yes,Mahindra Antheia,19000.0,174,2
3,3,1550.0,Semifurnished,1,1,1,Yes,Bramhacorp F Residences,35000.0,45,1
1,1,510.0,Furnished,5,1,2,Yes,Karia Konark Campus,20000.0,126,0
1,1,0.0,Unfurnished,0,0,0,No,Kothrud,8500.0,149,2
2,2,0.0,Semifurnished,1,0,0,No,Karia Konark Nagar,24000.0,127,1
1,2,550.0,Unfurnished,4,0,0,No,Kumar Samruddhi,10000.0,157,2
2,2,947.0,Semifurnished,1,1,2,Yes,Geras Song Of Joy,28000.0,88,1
3,3,0.0,Semifurnished,7,1,0,No,Aishwaryam Courtyard,18500.0,10,1
1,1,550.0,Semifurnished,0,1,0,No,Chandan Nagar,8000.0,48,1
2,2,700.0,Unfurnished,4,1,1,Yes,Kumar Kruti,27000.0,151,2
3,3,1100.0,Unfurnished,3,1,1,Yes,Bramha Sun City Phase 1,36000.0,43,2
2,2,0.0,Furnished,9,1,2,Yes,Kumar Paradise,20000.0,152,0
1,1,580.0,Unfurnished,5,1,2,Yes,Magarpatta Annex,15000.0,166,2
2,2,815.0,Unfurnished,4,1,1,Yes,ARV Ganga Kingston,17000.0,3,2
1,1,460.0,Unfurnished,4,2,2,Yes,Raviraj Rakshaknagar Gold,12000.0,274,2
1,1,0.0,Unfurnished,0,0,0,No,Warje,6000.0,336,2
2,2,418.0,Semifurnished,6,1,1,Yes,Xrbia City,6900.0,338,1
3,3,0.0,Unfurnished,6,2,2,Yes,Goel Ganga Satellite,33000.0,99,2
2,2,0.0,Unfurnished,0,0,0,No,Thergaon,6000.0,314,2
3,5,2000.0,Semifurnished,6,2,2,Yes,Marvel Sangria,41000.0,191,1
2,2,650.0,Unfurnished,1,1,1,Yes,DNV Elite Homes,16500.0,54,2
3,3,960.0,Semifurnished,1,1,0,Yes,Rama Melange Residences,21000.0,272,1
3,3,1000.0,Semifurnished,5,1,0,No,Nyati Eternity,18000.0,222,1
1,1,520.0,Unfurnished,2,0,0,No,Kalewadi,8000.0,119,2
1,1,0.0,Unfurnished,8,1,0,No,Amrut Ganga,13000.0,22,2
3,3,0.0,Semifurnished,3,1,0,Yes,Rohan Tarang,25000.0,279,1
4,4,2800.0,Unfurnished,0,1,2,Yes,Clover Highlands,24768.73599,51,2
3,3,1800.0,Furnished,1,2,2,Yes,Marvel Enigma,42000.0,189,0
3,3,1240.0,Semifurnished,1,1,2,Yes,Runal Gateway,22000.0,281,1
2,2,0.0,Semifurnished,4,1,2,Yes,Mont Vert Vesta,9000.0,205,1
2,1,800.0,Unfurnished,1,0,0,No,Pratik Nagar,12000.0,249,2
3,5,1850.0,Semifurnished,6,2,1,Yes,Marvel Sangria,40000.0,191,1
2,2,1250.0,Furnished,2,1,0,No,Vishrantwadi,22000.0,331,0
2,2,0.0,Furnished,7,1,0,No,Leisure Town,20000.0,160,0
2,2,900.0,Semifurnished,9,1,0,No,Hill Shire,11000.0,108,1
3,3,1400.0,Semifurnished,3,2,0,No,Paranjape Blue Ridge,30000.0,236,1
3,3,1154.0,Semifurnished,5,1,2,Yes,Nyati Evara,20000.0,223,1
2,2,425.0,Unfurnished,4,1,0,No,Xrbia Hinjewadi,5500.0,339,2
2,2,1000.0,Unfurnished,5,1,2,Yes,Amanora Victory Tower,32000.0,20,2
2,2,775.0,Unfurnished,3,1,2,Yes,Raheja Vista Phase 3,14500.0,265,2
2,2,0.0,Semifurnished,4,1,0,No,Godrej Infinity,22000.0,94,1
1,1,0.0,Semifurnished,1,0,0,Yes,on req,8500.0,342,1
2,2,0.0,Semifurnished,9,1,0,No,Greenland Society,18500.0,104,1
3,3,572.0,Unfurnished,4,1,2,No,Xrbia Hinjewadi,8500.0,339,2
1,1,200.0,Semifurnished,0,1,0,Yes,Wadgaon Sheri,9000.0,333,1
3,2,914.0,Semifurnished,4,1,1,Yes,Amanora Future Towers,34000.0,15,1
3,3,1300.0,Furnished,1,2,1,No,Pristine Prism,40000.0,257,0
2,2,800.0,Unfurnished,6,0,0,No,Raviraj Rakshaknagar Gold,21000.0,274,2
1,1,0.0,Unfurnished,1,0,0,No,Pimpri Chinchwad,9000.0,247,2
3,3,1350.0,Furnished,5,2,1,Yes,Fortaleza Apartment,45000.0,70,0
2,2,980.0,Semifurnished,7,1,2,Yes,Belvalkar Solacia,13000.0,34,1
1,1,550.0,Unfurnished,1,1,0,No,Tingre Nagar,12000.0,316,2
3,3,1220.0,Semifurnished,7,1,1,Yes,Kolte Patil Western Avenue,24000.0,146,1
2,2,950.0,Unfurnished,5,1,0,Yes,Dorabjee Enclave,18000.0,62,2
2,1,520.0,Unfurnished,8,1,2,Yes,Palm Atlantis,10000.0,228,2
1,1,470.0,Unfurnished,3,1,1,Yes,Kolte Patil Life Republic,10499.0,145,2
4,3,1800.0,Unfurnished,2,2,2,Yes,Atul Westernhills,30000.0,27,2
2,2,900.0,Semifurnished,1,1,1,Yes,Naiknavare Sylvan Heights,26000.0,207,1
3,3,1200.0,Unfurnished,3,1,2,Yes,Devi Sacred Heart Town,30000.0,57,2
3,3,2100.0,Furnished,7,1,2,Yes,Panchshil One North,24768.73599,230,0
1,1,317.0,Unfurnished,6,1,2,No,Xrbia Hinjewadi,6000.0,339,2
2,2,0.0,Furnished,9,1,0,Yes,Kumar Paradise,22000.0,152,0
2,2,1150.0,Furnished,1,1,2,Yes,Bramha Sun City Phase 1,30000.0,43,0
2,2,900.0,Furnished,1,1,1,Yes,Kumar Kruti,35000.0,151,0
1,1,460.0,Furnished,1,1,2,Yes,Paranjape Blue Ridge,12000.0,236,0
3,3,1500.0,Semifurnished,7,2,2,Yes,Kolte Patil 24K Glitterati,49000.0,140,1
2,2,750.0,Furnished,5,0,0,No,Venkatesh Graffiti,23000.0,325,0
1,3,900.0,Unfurnished,2,1,1,Yes,Ishwar River Residency,25000.0,113,2
2,2,730.0,Unfurnished,6,1,1,Yes,Palm Atlantis,11000.0,228,2
3,3,1450.0,Semifurnished,3,1,2,Yes,Ganga Platino,35000.0,82,1
1,1,400.0,Semifurnished,6,1,0,No,Dreams Aakruti,9500.0,63,1
2,2,900.0,Unfurnished,6,1,2,Yes,Goel Ganga Satellite,23000.0,99,2
2,2,950.0,Semifurnished,5,1,2,Yes,Paranjape Yuthika,24000.0,237,1
2,2,990.0,Semifurnished,6,1,1,Yes,Rohan Abhilasha,15000.0,276,1
2,3,1190.0,Unfurnished,3,1,2,Yes,Magarpatta City Jasminium,18000.0,169,2
2,2,940.0,Semifurnished,5,1,1,Yes,Hermes Heritage,26000.0,107,1
1,1,250.0,Furnished,0,1,2,Yes,Ragvilas Society,14000.0,264,0
1,1,110.0,Unfurnished,0,0,0,No,Bhosari,3500.0,38,2
4,4,2800.0,Unfurnished,6,1,0,Yes,nul,54000.0,341,2
2,2,670.0,Unfurnished,1,1,1,Yes,Neo City,10500.0,212,2
2,2,0.0,Semifurnished,5,0,0,No,Vishrant Housing Society,18000.0,330,1
3,4,1890.0,Furnished,6,0,1,Yes,Marvel Sangria,47000.0,191,0
4,5,2600.0,Furnished,1,1,2,Yes,Kasturi The Balmoral Estate,24768.73599,130,0
1,1,0.0,Unfurnished,1,1,2,Yes,nul,6000.0,341,2
1,2,690.0,Semifurnished,7,1,0,No,Tata La Montana,11000.0,310,1
2,2,810.0,Unfurnished,8,1,1,Yes,Kalpataru Serenity,17000.0,122,2
2,2,730.0,Furnished,5,1,2,Yes,Duville Riverdale Heights,28000.0,65,0
2,2,0.0,Unfurnished,1,1,2,Yes,Magarpatta Annex,20000.0,166,2
3,3,1300.0,Unfurnished,3,1,2,Yes,Elina Living,27000.0,66,2
2,2,0.0,Semifurnished,4,0,0,Yes,Kumar Park Infinia,17000.0,153,1
1,1,550.0,Semifurnished,1,0,0,No,Mahesh Society,11000.0,173,1
1,1,500.0,Unfurnished,2,1,2,Yes,K Raheja Gardens,11000.0,114,2
3,3,1171.0,Unfurnished,1,1,1,Yes,Kalpataru Harmony,27500.0,121,2
3,2,890.0,Unfurnished,2,1,2,Yes,Nanded City,14000.0,209,2
2,2,0.0,Semifurnished,6,1,2,Yes,GK Royale Hills,15000.0,76,1
2,2,900.0,Semifurnished,4,1,0,No,Kohinoor Tinsel County,17500.0,136,1
1,1,560.0,Unfurnished,4,0,1,Yes,Suncity Township,13500.0,305,2
1,1,0.0,Unfurnished,1,0,0,No,Hadapsar,9500.0,105,2
1,1,550.0,Semifurnished,5,1,0,No,Rose Icon,16000.0,280,1
2,2,995.0,Semifurnished,6,1,2,Yes,Alcon Renaissant,19500.0,14,1
3,2,0.0,Semifurnished,1,1,0,Yes,Aishwaryam Ventures,25000.0,12,1
1,1,413.0,Semifurnished,3,1,0,Yes,Xrbia Hinjewadi,6000.0,339,1
4,4,2400.0,Furnished,5,1,2,Yes,Shirine Garden,75000.0,295,0
1,1,460.0,Semifurnished,4,1,2,Yes,Paranjape Blue Ridge,12001.0,236,1
4,6,2500.0,Semifurnished,2,2,2,Yes,Panchshil Towers,62000.0,232,1
1,1,0.0,Unfurnished,0,1,0,Yes,Indraprabha Society,9000.0,112,2
2,2,891.0,Semifurnished,6,1,2,Yes,Sancheti Mount n Glory,18000.0,290,1
2,2,49.82,Unfurnished,1,1,2,Yes,Skyways Sereno,16000.0,298,2
1,1,0.0,Unfurnished,1,1,0,No,Marunji,8000.0,186,2
2,1,0.0,Semifurnished,2,2,0,No,Kingsbury at Pride World City,22000.0,135,1
1,1,350.0,Furnished,7,1,2,Yes,Amanora Metro Towers,17000.0,16,0
1,1,225.0,Semifurnished,2,1,0,Yes,Ragvilas Society,11500.0,264,1
1,1,0.0,Unfurnished,1,0,0,No,Wadgaon Sheri,10000.0,333,2
2,2,765.0,Semifurnished,1,1,0,No,Kohinoor Tinsel Town,18000.0,137,1
2,2,839.0,Unfurnished,9,1,1,Yes,Runal Gateway,16000.0,281,2
2,2,1031.0,Semifurnished,3,1,1,Yes,Acropolis Purple Nine Hills,25000.0,7,1
3,3,1300.0,Unfurnished,1,2,1,Yes,Kunal Aspiree,27000.0,158,2
3,3,1150.0,Semifurnished,1,1,1,Yes,Lohia Vallonia,28000.0,163,1
1,1,410.0,Furnished,2,1,1,Yes,Kolte Patil Life Republic,15000.0,145,0
2,2,1150.0,Semifurnished,3,0,0,Yes,Wakad,18000.0,335,1
2,2,600.0,Unfurnished,4,1,2,Yes,Mantra Moments,12000.0,184,2
2,2,0.0,Furnished,3,1,0,No,Megapolis Splendour,22000.0,196,0
1,2,0.0,Unfurnished,2,1,0,No,Gini Bellissimo,10500.0,90,2
3,3,6842.0,Unfurnished,2,2,1,Yes,Bramhacorp F Residences,35000.0,45,2
1,1,390.0,Furnished,2,1,2,Yes,Goel Ganga Orchard,15000.0,98,0
3,3,1050.0,Semifurnished,7,1,2,Yes,Rohan Abhilasha,19000.0,276,1
1,2,538.0,Unfurnished,9,1,2,Yes,DSK Gandhakosh,16000.0,55,2
3,2,0.0,Semifurnished,6,1,0,No,Celestial City,20000.0,47,1
2,2,1200.0,Semifurnished,2,1,0,Yes,Essen Aishwaryam Comfort,19000.0,67,1
2,2,0.0,Semifurnished,5,1,2,Yes,Kolte Patil Western Avenue,17000.0,146,1
1,1,398.0,Unfurnished,1,0,0,Yes,Vadgaon Sheri,7000.0,320,2
2,2,700.0,Unfurnished,4,1,2,Yes,Magarpatta Annex,16999.0,166,2
3,5,2000.0,Furnished,3,2,2,Yes,Marvel Sangria,45000.0,191,0
2,2,0.0,Semifurnished,8,1,0,No,Saarrthi Sovereign,20000.0,284,1
2,2,800.0,Unfurnished,4,1,0,No,GK Roseland Residency,18000.0,75,2
1,2,491.0,Unfurnished,9,1,0,Yes,Goel Ganga Legend County,15000.0,97,2
2,2,880.0,Semifurnished,5,1,2,Yes,Duville Riverdale Heights,20000.0,65,1
3,3,0.0,Semifurnished,2,2,0,No,Baner,35000.0,31,1
1,1,0.0,Furnished,7,1,2,No,ARV New Town,12000.0,5,0
3,2,1197.0,Semifurnished,1,1,1,Yes,Duville Riverdale Heights,30000.0,65,1
1,1,0.0,Semifurnished,5,1,2,Yes,Sancheti Belcastel,15000.0,289,1
2,2,900.0,Unfurnished,7,1,0,No,Megapolis Sunway,19200.0,197,2
3,2,1335.0,Unfurnished,4,1,0,No,Leisure Town,21000.0,160,2
1,1,0.0,Unfurnished,1,0,0,No,Wagholi,6500.0,334,2
2,2,1250.0,Semifurnished,1,1,0,Yes,Magarpatta City Jasminium,24000.0,169,1
2,2,80.77,Unfurnished,5,2,2,Yes,Forest County,29000.0,69,2
2,2,768.0,Semifurnished,1,1,2,Yes,Duville Riverdale Heights,23500.0,65,1
1,1,0.0,Unfurnished,1,0,0,No,Kharadi,8000.0,134,2
1,1,450.0,Unfurnished,4,0,1,Yes,Bramha Avenue,13000.0,40,2
2,2,0.0,Unfurnished,2,1,0,No,Mantra 24 West,9000.0,182,2
4,4,0.0,Semifurnished,0,1,1,Yes,Aundh,55000.0,28,1
1,1,318.0,Furnished,0,1,2,Yes,Xrbia City,6100.0,338,0
1,1,0.0,Unfurnished,0,0,0,No,Kharadi,12000.0,134,2
2,2,780.0,Unfurnished,5,1,2,Yes,Pride Purple Park Ivory,22000.0,251,2
1,1,0.0,Unfurnished,3,0,0,Yes,On Req,11500.0,226,2
1,1,0.0,Semifurnished,3,0,0,No,Pashan,12500.0,239,1
2,2,800.0,Semifurnished,5,1,1,No,KBD Palladion,18000.0,117,1
