Area_sqft,Location,BHK,Parking,Gym,Pool,Lift,PowerBackup,AC,Rent_Monthly
1020,Camp,2,9,9,9,9,9,9,52500.0
1020,Camp,2,9,9,9,9,9,9,12000.0
650,Hadapsar,1,9,9,9,9,9,9,37500.0
1650,Hadapsar,3,9,9,9,9,9,9,43500.0
750,Deonar,1,9,9,9,9,9,9,51000.0
1000,Camp,2,9,9,9,9,9,9,28500.0
1150,Hadapsar,2,9,9,9,9,9,9,13500.0
650,Hadapsar,1,9,9,9,9,9,9,14100.0
625,Hadapsar,1,9,9,9,9,9,9,21000.0
950,Hadapsar,2,9,9,9,9,9,9,31500.0
650,Camp,1,9,9,9,9,9,9,49500.0
950,Shivajinagar,2,9,9,9,9,9,9,6300.0
700,Karjat,1,9,9,9,9,9,9,6200.0
600,Karjat,1,9,9,9,9,9,9,6300.0
700,Karjat,1,9,9,9,9,9,9,8700.0
962,Karjat,2,9,9,9,9,9,9,6300.0
700,Karjat,1,9,9,9,9,9,9,6200.0
688,Karjat,1,9,9,9,9,9,9,6300.0
700,Karjat,1,9,9,9,9,9,9,6200.0
688,Karjat,1,9,9,9,9,9,9,6200.0
688,Karjat,1,9,9,9,9,9,9,8700.0
966,Karjat,2,9,9,9,9,9,9,8700.0
962,Karjat,2,9,9,9,9,9,9,6300.0
700,Karjat,1,9,9,9,9,9,9,6200.0
688,Karjat,1,9,9,9,9,9,9,6300.0
700,Karjat,1,9,9,9,9,9,9,6200.0
688,Karjat,1,9,9,9,9,9,9,8700.0
966,Karjat,2,9,9,9,9,9,9,8700.0
962,Karjat,2,9,9,9,9,9,9,6200.0
688,Karjat,1,9,9,9,9,9,9,6300.0
700,Karjat,1,9,9,9,9,9,9,6200.0
688,Karjat,1,9,9,9,9,9,9,10200.0
650,Hadapsar,1,9,9,9,9,9,9,195000.0
3200,Seawoods,5,9,9,9,9,9,9,9600.0
610,Naigaon East,1,9,9,9,9,9,9,7500.0
560,Naigaon East,1,9,9,9,9,9,9,6000.0
510,Naigaon East,1,9,9,9,9,9,9,54300.0
1153,Wakad,3,9,9,9,9,9,9,9600.0
615,Naigaon East,1,9,9,9,9,9,9,9600.0
615,Naigaon East,1,9,9,9,9,9,9,32700.0
700,Wakad,2,9,9,9,9,9,9,26100.0
585,Pashan,1,9,9,9,9,9,9,43500.0
900,Goregaon East,2,9,9,9,9,9,9,195000.0
2664,Pashan,3,9,9,9,9,9,9,33000.0
600,Pashan,1,9,9,9,9,9,9,28500.0
510,Pashan,1,9,9,9,9,9,9,37800.0
885,Pashan,2,9,9,9,9,9,9,33000.0
592,Baner,1,9,9,9,9,9,9,6900.0
450,Kanjurmarg East,1,9,9,9,9,9,9,6300.0
425,Kurla West,1,9,9,9,9,9,9,6900.0
425,Bandra East,1,9,9,9,9,9,9,7800.0
570,Vashi,1,9,9,9,9,9,9,20700.0
700,Hadapsar,1,9,9,9,9,9,9,6400.0
425,Kurla West,1,9,9,9,9,9,9,6300.0
410,Kurla West,1,9,9,9,9,9,9,22500.0
920,Hadapsar,2,9,9,9,9,9,9,21000.0
720,Hadapsar,1,9,9,9,9,9,9,22200.0
950,Hadapsar,1,9,9,9,9,9,9,27900.0
1100,Hadapsar,2,9,9,9,9,9,9,18000.0
700,Hadapsar,1,9,9,9,9,9,9,15000.0
650,Hadapsar,1,9,9,9,9,9,9,28500.0
1120,Hadapsar,2,9,9,9,9,9,9,70500.0
1500,Kondhwa,3,9,9,9,9,9,9,30000.0
1125,Hadapsar,2,9,9,9,9,9,9,15600.0
650,Hadapsar,1,9,9,9,9,9,9,17700.0
725,Kalamboli,1,9,9,9,9,9,9,40500.0
931,Wakad,3,9,9,9,9,9,9,33600.0
676,Wakad,2,9,9,9,9,9,9,44400.0
880,Wakad,3,9,9,9,9,9,9,40800.0
1140,Wakad,3,9,9,9,9,9,9,45000.0
1170,Kondhwa,2,9,9,9,9,9,9,28500.0
660,Sinhagad Road,1,9,9,9,9,9,9,64500.0
1264,Bhandup West,3,9,9,9,9,9,9,21000.0
550,Camp,1,9,9,9,9,9,9,28500.0
1150,Hadapsar,2,9,9,9,9,9,9,19500.0
700,Hadapsar,1,9,9,9,9,9,9,19500.0
700,Hadapsar,1,9,9,9,9,9,9,19500.0
650,Hadapsar,1,9,9,9,9,9,9,19500.0
650,Hadapsar,1,9,9,9,9,9,9,19500.0
711,Hadapsar,1,9,9,9,9,9,9,34500.0
1270,Hadapsar,2,9,9,9,9,9,9,24000.0
1050,Wagholi,2,9,9,9,9,9,9,45000.0
1200,Hadapsar,2,9,9,9,9,9,9,24000.0
1100,Wagholi,2,9,9,9,9,9,9,25500.0
1120,Hadapsar,2,9,9,9,9,9,9,25500.0
1120,Hadapsar,2,9,9,9,9,9,9,19500.0
950,Hadapsar,2,9,9,9,9,9,9,103500.0
2465,Kandivali East,3,9,9,9,9,9,9,51000.0
1450,Hadapsar,3,9,9,9,9,9,9,51000.0
1450,Hadapsar,3,9,9,9,9,9,9,16500.0
675,Hadapsar,1,9,9,9,9,9,9,16500.0
675,Hadapsar,1,9,9,9,9,9,9,25500.0
1050,Hadapsar,2,9,9,9,9,9,9,25500.0
1100,Hadapsar,2,9,9,9,9,9,9,154500.0
2095,Kandivali East,5,9,9,9,9,9,9,43500.0
1000,Kandivali East,2,9,9,9,9,9,9,30000.0
1100,Hadapsar,2,9,9,9,9,9,9,46500.0
850,Kandivali East,2,9,9,9,9,9,9,109800.0
1625,Wakad,4,9,9,9,9,9,9,76500.0
1750,Kandivali East,3,9,9,9,9,9,9,81000.0
1750,Kandivali East,3,9,9,9,9,9,9,83700.0
1245,Wakad,3,9,9,9,9,9,9,75000.0
1750,Kandivali East,3,9,9,9,9,9,9,10500.0
1250,Naigaon East,2,9,9,9,9,9,9,6000.0
1252,Naigaon East,1,9,9,9,9,9,9,6900.0
510,Naigaon East,1,9,9,9,9,9,9,6900.0
510,Naigaon East,1,9,9,9,9,9,9,48900.0
1090,Kandivali East,2,9,9,9,9,9,9,37500.0
800,Kandivali East,2,9,9,9,9,9,9,64500.0
1200,Kandivali East,3,9,9,9,9,9,9,45600.0
739,Wakad,2,9,9,9,9,9,9,28500.0
1200,Hadapsar,2,9,9,9,9,9,9,16500.0
650,Wagholi,1,9,9,9,9,9,9,12600.0
720,Wagholi,1,9,9,9,9,9,9,12600.0
720,Wagholi,1,9,9,9,9,9,9,12600.0
675,Hadapsar,1,9,9,9,9,9,9,20700.0
1060,Kalyan East,2,9,9,9,9,9,9,63000.0
1075,Kandivali East,2,9,9,9,9,9,9,21000.0
450,Camp,1,9,9,9,9,9,9,46200.0
711,Wakad,2,9,9,9,9,9,9,57600.0
863,Wakad,3,9,9,9,9,9,9,64500.0
1012,Wakad,3,9,9,9,9,9,9,48000.0
731,Wakad,2,9,9,9,9,9,9,60600.0
969,Wakad,3,9,9,9,9,9,9,64200.0
990,Wakad,3,9,9,9,9,9,9,49500.0
662,Camp,2,9,9,9,9,9,9,72000.0
1452,Sinhagad Road,3,9,9,9,9,9,9,32100.0
660,Sinhagad Road,1,9,9,9,9,9,9,25500.0
685,Kondhwa,1,9,9,9,9,9,9,24600.0
685,Kondhwa,1,9,9,9,9,9,9,52500.0
1600,Hadapsar,3,9,9,9,9,9,9,8100.0
400,Taloja,1,9,9,9,9,9,9,38700.0
1860,Wakad,3,9,9,9,9,9,9,17700.0
632,Wakad,1,9,9,9,9,9,9,24000.0
976,Wakad,2,9,9,9,9,9,9,141000.0
1500,Worli,3,9,9,9,9,9,9,112500.0
1200,Worli,2,9,9,9,9,9,9,11200.0
833,Palghar,2,9,9,9,9,9,9,120000.0
790,Juhu,2,9,9,9,9,9,9,13100.0
967,Palghar,2,9,9,9,9,9,9,44400.0
800,Wadala East,1,9,9,9,9,9,9,54000.0
850,Wadala,2,9,9,9,9,9,9,19500.0
400,Wakad,1,9,9,9,9,9,9,32700.0
876,Wakad,2,9,9,9,9,9,9,33000.0
535,Jogeshwari West,1,9,9,9,9,9,9,42000.0
1137,Wakad,3,9,9,9,9,9,9,16500.0
900,Taloja,2,9,9,9,9,9,9,17100.0
486,Wakad,1,9,9,9,9,9,9,20700.0
1130,Pimpri,2,9,9,9,9,9,9,13800.0
650,Kalamboli,1,9,9,9,9,9,9,75000.0
1600,Pashan,3,9,9,9,9,9,9,60000.0
1250,Pashan,2,9,9,9,9,9,9,33000.0
1000,Wakad,2,9,9,9,9,9,9,44400.0
1300,Wakad,3,9,9,9,9,9,9,29700.0
784,Wakad,2,9,9,9,9,9,9,40500.0
1146,Wakad,3,9,9,9,9,9,9,27000.0
550,Camp,1,9,9,9,9,9,9,20700.0
446,Baner,1,9,9,9,9,9,9,20700.0
446,Baner,1,9,9,9,9,9,9,6600.0
525,Talegaon,1,9,9,9,9,9,9,12400.0
920,Dombivali East,2,9,9,9,9,9,9,13500.0
920,Dombivali East,2,9,9,9,9,9,9,13500.0
920,Dombivali East,2,9,9,9,9,9,9,13800.0
920,Dombivali East,2,9,9,9,9,9,9,16500.0
800,Pimpri,2,9,9,9,9,9,9,16500.0
1080,Pimpri,2,9,9,9,9,9,9,12600.0
655,Pimpri,1,9,9,9,9,9,9,32400.0
928,Wakad,2,9,9,9,9,9,9,12000.0
550,Anjurdive,1,9,9,9,9,9,9,41700.0
900,Wakad,2,9,9,9,9,9,9,24000.0
2000,Vitthalwadi,3,9,9,9,9,9,9,9000.0
450,Taloja,1,9,9,9,9,9,9,12000.0
600,Bhiwandi,1,9,9,9,9,9,9,13500.0
610,Kamothe,1,9,9,9,9,9,9,75000.0
1250,Aundh,2,9,9,9,9,9,9,154500.0
1640,Aundh,3,9,9,9,9,9,9,19000.0
730,Mira Road,1,9,9,9,9,9,9,35400.0
984,Wakad,2,9,9,9,9,9,9,9000.0
575,Talegaon,1,9,9,9,9,9,9,51600.0
1850,Juhu,4,9,9,9,9,9,9,14600.0
900,Ambernath East,2,9,9,9,9,9,9,41700.0
992,Dahisar,2,9,9,9,9,9,9,25200.0
1020,Wakad,2,9,9,9,9,9,9,79500.0
1450,Viman Nagar,3,9,9,9,9,9,9,10500.0
300,Andheri East,1,9,9,9,9,9,9,10500.0
300,Jogeshwari East,1,9,9,9,9,9,9,16500.0
400,Mulund East,1,9,9,9,9,9,9,88200.0
1984,Dahisar,4,9,9,9,9,9,9,49500.0
1249,Wakad,3,9,9,9,9,9,9,35700.0
1461,Wakad,3,9,9,9,9,9,9,36900.0
1044,Wakad,3,9,9,9,9,9,9,80700.0
1505,Viman Nagar,3,9,9,9,9,9,9,50400.0
975,Viman Nagar,2,9,9,9,9,9,9,52500.0
978,Viman Nagar,2,9,9,9,9,9,9,16500.0
400,Mulund East,1,9,9,9,9,9,9,50700.0
700,Kalyani Nagar,2,9,9,9,9,9,9,35700.0
500,Kanjurmarg East,1,9,9,9,9,9,9,33000.0
625,Baner,1,9,9,9,9,9,9,33300.0
1205,Seawoods,1,9,9,9,9,9,9,27300.0
1185,Kothrud,3,9,9,9,9,9,9,34500.0
1390,Kothrud,3,9,9,9,9,9,9,129000.0
1820,Jogeshwari East,2,9,9,9,9,9,9,114000.0
1690,Goregaon East,2,9,9,9,9,9,9,85500.0
1200,Goregaon East,2,9,9,9,9,9,9,93000.0
1200,Goregaon East,1,9,9,9,9,9,9,124500.0
1820,Goregaon East,3,9,9,9,9,9,9,49500.0
1150,Viman Nagar,2,9,9,9,9,9,9,49500.0
1150,Viman Nagar,2,9,9,9,9,9,9,46500.0
985,Mulund East,2,9,9,9,9,9,9,18000.0
350,Mulund East,1,9,9,9,9,9,9,27600.0
558,Mulund East,1,9,9,9,9,9,9,21000.0
345,Mulund East,1,9,9,9,9,9,9,37500.0
800,Baner,2,9,9,9,9,9,9,24000.0
500,Baner,1,9,9,9,9,9,9,18600.0
425,Baner,1,9,9,9,9,9,9,42600.0
900,Baner,2,9,9,9,9,9,9,37500.0
900,Goregaon East,2,9,9,9,9,9,9,36600.0
1150,Kandivali East,2,9,9,9,9,9,9,48600.0
975,Baner,2,9,9,9,9,9,9,36600.0
1150,Kandivali East,2,9,9,9,9,9,9,27300.0
585,Baner,1,9,9,9,9,9,9,15300.0
400,Baner,1,9,9,9,9,9,9,30000.0
575,Baner,1,9,9,9,9,9,9,29400.0
610,Baner,1,9,9,9,9,9,9,26200.0
540,Baner,1,9,9,9,9,9,9,23400.0
600,Borivali East,1,9,9,9,9,9,9,22200.0
600,Baner,1,9,9,9,9,9,9,22200.0
600,Baner,1,9,9,9,9,9,9,30000.0
590,Baner,1,9,9,9,9,9,9,40500.0
800,Baner,2,9,9,9,9,9,9,28500.0
650,Baner,1,9,9,9,9,9,9,42000.0
1050,Kharadi,2,9,9,9,9,9,9,26200.0
540,Baner,1,9,9,9,9,9,9,55500.0
1950,Baner,3,9,9,9,9,9,9,50400.0
1050,Baner,2,9,9,9,9,9,9,75000.0
1600,Baner,3,9,9,9,9,9,9,43500.0
1150,Kandivali East,2,9,9,9,9,9,9,30000.0
650,Baner,1,9,9,9,9,9,9,42000.0
800,Baner,2,9,9,9,9,9,9,40500.0
850,Baner,2,9,9,9,9,9,9,42000.0
750,Baner,2,9,9,9,9,9,9,23100.0
590,Baner,1,9,9,9,9,9,9,30000.0
600,Borivali East,1,9,9,9,9,9,9,27000.0
610,Baner,1,9,9,9,9,9,9,67500.0
1300,Baner,3,9,9,9,9,9,9,43500.0
950,Kharadi,2,9,9,9,9,9,9,20400.0
900,Pimpri,2,9,9,9,9,9,9,21000.0
1135,Taloja,2,9,9,9,9,9,9,13500.0
738,Taloja,1,9,9,9,9,9,9,9000.0
830,Titwala,2,9,9,9,9,9,9,9000.0
830,Titwala,2,9,9,9,9,9,9,12900.0
657,Pimpri,1,9,9,9,9,9,9,42000.0
1020,Belapur,2,9,9,9,9,9,9,11100.0
750,Boisar,2,9,9,9,9,9,9,46500.0
850,Dahisar,2,9,9,9,9,9,9,60000.0
1500,Kharadi,3,9,9,9,9,9,9,16500.0
650,Kothrud,1,9,9,9,9,9,9,24000.0
800,Kothrud,2,9,9,9,9,9,9,72000.0
2400,Sanpada,3,9,9,9,9,9,9,58500.0
1600,Belapur,3,9,9,9,9,9,9,24000.0
350,Santacruz East,1,9,9,9,9,9,9,22500.0
950,Kothrud,2,9,9,9,9,9,9,25800.0
1060,Kothrud,2,9,9,9,9,9,9,42000.0
960,Baner,2,9,9,9,9,9,9,10300.0
845,Titwala,2,9,9,9,9,9,9,7500.0
600,Pimpri,1,9,9,9,9,9,9,12900.0
810,Boisar,3,9,9,9,9,9,9,67500.0
1100,Baner,3,9,9,9,9,9,9,28900.0
1090,Wakad,2,9,9,9,9,9,9,27300.0
1082,Kothrud,2,9,9,9,9,9,9,32400.0
1050,Wakad,2,9,9,9,9,9,9,6000.0
390,Bhoiwada Kalyan,1,9,9,9,9,9,9,15000.0
685,Dahisar,1,9,9,9,9,9,9,33000.0
1096,Wakad,2,9,9,9,9,9,9,25300.0
960,Wakad,2,9,9,9,9,9,9,12300.0
640,Pimpri,1,9,9,9,9,9,9,48000.0
810,Viman Nagar,2,9,9,9,9,9,9,32400.0
928,Wakad,2,9,9,9,9,9,9,180000.0
2365,Viman Nagar,4,9,9,9,9,9,9,28500.0
1050,Kothrud,2,9,9,9,9,9,9,25200.0
2500,Goregaon East,4,9,9,9,9,9,9,6600.0
589,Palghar,1,9,9,9,9,9,9,13600.0
500,Dombivali East,1,9,9,9,9,9,9,56400.0
772,Ville Parle East,2,9,9,9,9,9,9,46500.0
1300,Belapur,2,9,9,9,9,9,9,48600.0
1100,Viman Nagar,2,9,9,9,9,9,9,57000.0
1291,Seawoods,2,9,9,9,9,9,9,34500.0
1000,Belapur,2,9,9,9,9,9,9,6600.0
580,Titwala,1,9,9,9,9,9,9,18000.0
650,Kothrud,2,9,9,9,9,9,9,8100.0
650,Titwala,1,9,9,9,9,9,9,27600.0
945,Bhayandar East,2,9,9,9,9,9,9,24000.0
800,Kothrud,2,9,9,9,9,9,9,72000.0
2400,Sanpada,3,9,9,9,9,9,9,38700.0
1125,Kondhwa,2,9,9,9,9,9,9,12900.0
657,Pimpri,1,9,9,9,9,9,9,42000.0
1020,Belapur,2,9,9,9,9,9,9,11100.0
750,Boisar,2,9,9,9,9,9,9,46500.0
850,Dahisar,2,9,9,9,9,9,9,34500.0
1000,Belapur,2,9,9,9,9,9,9,18000.0
650,Kothrud,2,9,9,9,9,9,9,8100.0
650,Titwala,1,9,9,9,9,9,9,28600.0
1140,Wakad,2,9,9,9,9,9,9,27600.0
945,Bhayandar East,2,9,9,9,9,9,9,38700.0
1125,Kondhwa,2,9,9,9,9,9,9,30000.0
1300,Pimpri,3,9,9,9,9,9,9,36000.0
1340,Pimpri,3,9,9,9,9,9,9,28900.0
1160,Wakad,2,9,9,9,9,9,9,8000.0
639,Titwala,1,9,9,9,9,9,9,8300.0
675,Titwala,1,9,9,9,9,9,9,33600.0
1060,Wakad,2,9,9,9,9,9,9,18900.0
759,Pimpri,1,9,9,9,9,9,9,12600.0
685,Pimpri,1,9,9,9,9,9,9,16500.0
1397,Pimpri,2,9,9,9,9,9,9,29700.0
1020,Wakad,3,9,9,9,9,9,9,120000.0
893,Worli,2,9,9,9,9,9,9,49500.0
1000,Viman Nagar,2,9,9,9,9,9,9,44700.0
2100,Goregaon East,3,9,9,9,9,9,9,35700.0
1461,Wakad,3,9,9,9,9,9,9,80400.0
1502,Viman Nagar,3,9,9,9,9,9,9,81000.0
1502,Viman Nagar,3,9,9,9,9,9,9,7800.0
375,Dombivli (West),1,9,9,9,9,9,9,17600.0
625,Wakad,1,9,9,9,9,9,9,90000.0
2110,Seawoods,3,9,9,9,9,9,9,7100.0
575,Titwala,1,9,9,9,9,9,9,6800.0
550,Titwala,1,9,9,9,9,9,9,7300.0
590,Titwala,1,9,9,9,9,9,9,48900.0
1145,Kondhwa,2,9,9,9,9,9,9,33300.0
1160,Wakad,2,9,9,9,9,9,9,16700.0
715,Bhayandar East,1,9,9,9,9,9,9,23400.0
785,Kothrud,2,9,9,9,9,9,9,10000.0
2500,Seawoods,4,9,9,9,9,9,9,148500.0
1092,Worli,3,9,9,9,9,9,9,52500.0
3200,Hinjewadi,5,9,9,9,9,9,9,7800.0
618,Titwala,1,9,9,9,9,9,9,7700.0
615,Titwala,1,9,9,9,9,9,9,7700.0
609,Titwala,1,9,9,9,9,9,9,50400.0
1100,Seawoods,2,9,9,9,9,9,9,16500.0
620,Kothrud,1,9,9,9,9,9,9,12300.0
710,Dombivali,1,9,9,9,9,9,9,81000.0
2200,Belapur,3,9,9,9,9,9,9,27000.0
925,Kothrud,2,9,9,9,9,9,9,42000.0
1500,Wakad,3,9,9,9,9,9,9,25500.0
901,Kothrud,2,9,9,9,9,9,9,13800.0
675,Bhayandar East,1,9,9,9,9,9,9,7500.0
550,Boisar,2,9,9,9,9,9,9,70500.0
1090,Kondhwa,2,9,9,9,9,9,9,22500.0
600,Baner,1,9,9,9,9,9,9,15900.0
695,Pimpri,1,9,9,9,9,9,9,22500.0
970,Pimpri,2,9,9,9,9,9,9,21900.0
970,Pimpri,2,9,9,9,9,9,9,7800.0
600,Dombivali East,1,9,9,9,9,9,9,7500.0
560,Dombivali East,1,9,9,9,9,9,9,25500.0
901,Kothrud,2,9,9,9,9,9,9,7500.0
550,Boisar,2,9,9,9,9,9,9,7700.0
670,Titwala,1,9,9,9,9,9,9,25500.0
810,Kothrud,2,9,9,9,9,9,9,72000.0
955,Wadala East,2,9,9,9,9,9,9,18600.0
550,Mulund East,1,9,9,9,9,9,9,27000.0
924,Wakad,2,9,9,9,9,9,9,19000.0
384,Kothrud,1,9,9,9,9,9,9,26400.0
1083,Wakad,2,9,9,9,9,9,9,79200.0
837,Ville Parle East,2,9,9,9,9,9,9,75000.0
1100,Aundh,2,9,9,9,9,9,9,45600.0
513,Wadala East,1,9,9,9,9,9,9,16200.0
720,Kothrud,1,9,9,9,9,9,9,17600.0
520,Wakad,1,9,9,9,9,9,9,9400.0
530,Dombivali East,1,9,9,9,9,9,9,25100.0
930,Wakad,2,9,9,9,9,9,9,27700.0
1230,Wakad,2,9,9,9,9,9,9,6300.0
589,Palghar,1,9,9,9,9,9,9,13500.0
650,Dombivali,1,9,9,9,9,9,9,12600.0
600,Dombivali,1,9,9,9,9,9,9,19400.0
610,Wakad,1,9,9,9,9,9,9,17300.0
590,Wakad,1,9,9,9,9,9,9,6500.0
570,Titwala,1,9,9,9,9,9,9,6500.0
565,Titwala,1,9,9,9,9,9,9,44700.0
1489,Wakad,3,9,9,9,9,9,9,45600.0
1490,Wakad,3,9,9,9,9,9,9,29100.0
1100,Kothrud,2,9,9,9,9,9,9,70500.0
1090,Kondhwa,2,9,9,9,9,9,9,126000.0
1820,Goregaon East,2,9,9,9,9,9,9,22500.0
600,Baner,1,9,9,9,9,9,9,40500.0
985,Mulund East,2,9,9,9,9,9,9,90000.0
2000,Wakad,4,9,9,9,9,9,9,75000.0
2000,Hiranandani Estates,3,9,9,9,9,9,9,130500.0
2200,Hiranandani Estates,4,9,9,9,9,9,9,21000.0
1843,Juhu,4,9,9,9,9,9,9,25500.0
1050,Kamothe,2,9,9,9,9,9,9,19500.0
580,Kalwa,1,9,9,9,9,9,9,24000.0
1000,Wagholi,2,9,9,9,9,9,9,22800.0
920,Pimpri,2,9,9,9,9,9,9,69000.0
1650,Ghansoli,3,9,9,9,9,9,9,7400.0
510,Taloja,1,9,9,9,9,9,9,12900.0
635,Pimpri,1,9,9,9,9,9,9,13800.0
680,Beturkar Pada,1,9,9,9,9,9,9,18000.0
950,Pimpri,2,9,9,9,9,9,9,22600.0
950,Hinjewadi,2,9,9,9,9,9,9,19800.0
975,Pimpri,2,9,9,9,9,9,9,80700.0
1545,Viman Nagar,3,9,9,9,9,9,9,39300.0
1100,Pimpri,3,9,9,9,9,9,9,20400.0
850,Hinjewadi,2,9,9,9,9,9,9,15000.0
625,Pimpri,1,9,9,9,9,9,9,19500.0
720,Kalwa,1,9,9,9,9,9,9,56400.0
1100,Andheri East,2,9,9,9,9,9,9,24000.0
955,Pimpri,2,9,9,9,9,9,9,26100.0
1075,Dombivli (West),2,9,9,9,9,9,9,13500.0
690,Dombivali East,1,9,9,9,9,9,9,10800.0
620,Pimpri,1,9,9,9,9,9,9,8100.0
680,Virar,1,9,9,9,9,9,9,8100.0
650,Virar West,1,9,9,9,9,9,9,36000.0
1550,Wagholi,3,9,9,9,9,9,9,52500.0
1100,Kondhwa,2,9,9,9,9,9,9,23400.0
700,Kondhwa,1,9,9,9,9,9,9,13200.0
685,Wagholi,1,9,9,9,9,9,9,81000.0
1400,Goregaon East,3,9,9,9,9,9,9,39000.0
1350,Wagholi,2,9,9,9,9,9,9,58500.0
1100,Goregaon East,2,9,9,9,9,9,9,57600.0
1278,Camp,2,9,9,9,9,9,9,80400.0
1787,Camp,3,9,9,9,9,9,9,67200.0
1496,Camp,2,9,9,9,9,9,9,27300.0
1168,Kamothe,2,9,9,9,9,9,9,60000.0
1000,Camp,2,9,9,9,9,9,9,60000.0
1200,Camp,2,9,9,9,9,9,9,52500.0
910,Viman Nagar,2,9,9,9,9,9,9,36000.0
1560,Pimpri,3,9,9,9,9,9,9,30000.0
1156,Wagholi,2,9,9,9,9,9,9,49500.0
1660,Wagholi,3,9,9,9,9,9,9,60000.0
1450,Kharadi,3,9,9,9,9,9,9,63300.0
1050,Camp,2,9,9,9,9,9,9,92700.0
2066,Bhandup West,3,9,9,9,9,9,9,48000.0
1650,Wagholi,3,9,9,9,9,9,9,30000.0
1156,Wagholi,2,9,9,9,9,9,9,49500.0
1660,Wagholi,3,9,9,9,9,9,9,60000.0
1450,Kharadi,3,9,9,9,9,9,9,63300.0
1050,Camp,2,9,9,9,9,9,9,92700.0
2066,Bhandup West,3,9,9,9,9,9,9,48000.0
1650,Wagholi,3,9,9,9,9,9,9,55500.0
965,Viman Nagar,2,9,9,9,9,9,9,32100.0
1100,Wakad,2,9,9,9,9,9,9,57000.0
1140,Baner,3,9,9,9,9,9,9,18100.0
730,Kothrud,1,9,9,9,9,9,9,27000.0
1050,Kothrud,2,9,9,9,9,9,9,34500.0
1220,Wagholi,2,9,9,9,9,9,9,15000.0
700,Dombivli (West),1,9,9,9,9,9,9,28500.0
1150,Wagholi,2,9,9,9,9,9,9,30000.0
750,Kondhwa,1,9,9,9,9,9,9,42000.0
1170,Kondhwa,2,9,9,9,9,9,9,25500.0
700,Kondhwa,1,9,9,9,9,9,9,28700.0
1160,Kothrud,2,9,9,9,9,9,9,42300.0
1650,Wagholi,3,9,9,9,9,9,9,100500.0
2000,Sanpada,4,9,9,9,9,9,9,43200.0
860,Sanpada,2,9,9,9,9,9,9,6800.0
590,Talegaon,1,9,9,9,9,9,9,27600.0
600,Sanpada,1,9,9,9,9,9,9,19300.0
910,Wakad,1,9,9,9,9,9,9,42000.0
1100,Kondhwa,2,9,9,9,9,9,9,28500.0
700,Kondhwa,1,9,9,9,9,9,9,29400.0
610,Shivajinagar,1,9,9,9,9,9,9,76500.0
1900,Belapur,3,9,9,9,9,9,9,78000.0
1500,Baner,3,9,9,9,9,9,9,54000.0
700,Andheri East,2,9,9,9,9,9,9,12900.0
700,Hadapsar,1,9,9,9,9,9,9,42000.0
1050,Viman Nagar,2,9,9,9,9,9,9,43500.0
1100,Camp,2,9,9,9,9,9,9,108300.0
2065,Bhandup West,3,9,9,9,9,9,9,166800.0
3181,Bhandup West,4,9,9,9,9,9,9,28500.0
499,Camp,1,9,9,9,9,9,9,50700.0
904,Camp,2,9,9,9,9,9,9,18000.0
950,Dombivli (West),2,9,9,9,9,9,9,6700.0
510,Dombivali,1,9,9,9,9,9,9,20100.0
925,Kalamboli,2,9,9,9,9,9,9,12900.0
700,Hadapsar,1,9,9,9,9,9,9,42000.0
1050,Viman Nagar,2,9,9,9,9,9,9,43500.0
1100,Camp,2,9,9,9,9,9,9,108300.0
2065,Bhandup West,3,9,9,9,9,9,9,166800.0
3181,Bhandup West,4,9,9,9,9,9,9,28500.0
499,Camp,1,9,9,9,9,9,9,50700.0
904,Camp,2,9,9,9,9,9,9,18000.0
950,Dombivli (West),2,9,9,9,9,9,9,6700.0
510,Dombivali,1,9,9,9,9,9,9,20100.0
925,Kalamboli,2,9,9,9,9,9,9,49500.0
1100,Vikroli East,2,9,9,9,9,9,9,47700.0
826,Sion,2,9,9,9,9,9,9,35700.0
538,Sion,1,9,9,9,9,9,9,66600.0
742,Sinhagad Road,2,9,9,9,9,9,9,62700.0
697,Sinhagad Road,2,9,9,9,9,9,9,59700.0
664,Sinhagad Road,2,9,9,9,9,9,9,59400.0
663,Sinhagad Road,2,9,9,9,9,9,9,59400.0
661,Sinhagad Road,2,9,9,9,9,9,9,86400.0
963,Sinhagad Road,3,9,9,9,9,9,9,91500.0
1017,Sinhagad Road,3,9,9,9,9,9,9,33600.0
1150,Wagholi,2,9,9,9,9,9,9,112200.0
3400,Wagholi,4,9,9,9,9,9,9,25500.0
1050,Kamothe,2,9,9,9,9,9,9,19500.0
580,Kalwa,1,9,9,9,9,9,9,21000.0
890,Kothrud,2,9,9,9,9,9,9,22800.0
920,Pimpri,2,9,9,9,9,9,9,135600.0
1850,Kandivali East,4,9,9,9,9,9,9,12000.0
665,Pimpri,1,9,9,9,9,9,9,12000.0
665,Pimpri,1,9,9,9,9,9,9,40500.0
850,Borivali East,2,9,9,9,9,9,9,12900.0
635,Pimpri,1,9,9,9,9,9,9,13800.0
680,Beturkar Pada,1,9,9,9,9,9,9,76200.0
2255,Koregaon Park,3,9,9,9,9,9,9,157200.0
1182,Koregaon Park,2,9,9,9,9,9,9,58200.0
1150,Viman Nagar,2,9,9,9,9,9,9,36300.0
1215,Wagholi,2,9,9,9,9,9,9,10300.0
845,Titwala,2,9,9,9,9,9,9,10300.0
